service_id,date,exception_type
31790312191,20251008,1
31790312191,20251009,1
31790312191,20251010,1
31790312191,20251013,1
31790312191,20251014,1
31790312191,20251015,1
31790312191,20251016,1
31790312191,20251017,1
31790312191,20251020,1
31790312191,20251021,1
31790312191,20251022,1
31790312191,20251023,1
31790312191,20251024,1
31790312191,20251027,1
31790312191,20251028,1
31790312191,20251029,1
31790312191,20251030,1
31790312191,20251031,1
31790312191,20251103,1
31790312191,20251104,1
31790312191,20251105,1
31790312191,20251106,1
31790312191,20251107,1
31790312191,20251110,1
31790312191,20251111,1
31790312191,20251112,1
31790312191,20251113,1
31790312191,20251114,1
31790312191,20251117,1
31790312191,20251118,1
31790312191,20251119,1
31790312191,20251120,1
31790312191,20251121,1
31790312191,20251124,1
31790312191,20251125,1
31790312191,20251126,1
31790312191,20251127,1
31790312191,20251128,1
31790312191,20251201,1
31790312191,20251202,1
31790312191,20251203,1
31790312191,20251204,1
31790312191,20251205,1
31790312191,20251208,1
31790312191,20251209,1
31790312191,20251210,1
31790312191,20251211,1
31790312191,20251212,1
31790312191,20251215,1
31790312191,20251216,1
31790312191,20251217,1
31790312191,20251218,1
31790312191,20251219,1
31790312191,20251222,1
31790312191,20251223,1
31790312191,20251229,1
31790312191,20251230,1
31790312191,20251231,1
6589614541,20250915,1
6589614541,20250916,1
6589614541,20250917,1
6589614541,20250918,1
6589614541,20250919,1
6589614541,20250923,1
6589614541,20250924,1
6589614541,20250925,1
6589614541,20250926,1
6589614541,20250929,1
6589614541,20250930,1
6589614541,20251001,1
6589614541,20251002,1
6589614541,20251003,1
6589614541,20251006,1
6589614541,20251007,1
6589614541,20251008,1
6589614541,20251009,1
6589614541,20251010,1
6589614541,20251013,1
6589614541,20251014,1
6589614541,20251015,1
6589614541,20251016,1
6589614541,20251017,1
6589614541,20251020,1
6589614541,20251021,1
6589614541,20251022,1
6589614541,20251023,1
6589614541,20251024,1
6589614541,20251027,1
6589614541,20251028,1
6589614541,20251029,1
6589614541,20251030,1
6589614541,20251031,1
6589614541,20251103,1
6589614541,20251104,1
6589614541,20251105,1
6589614541,20251106,1
6589614541,20251107,1
6589614541,20251110,1
6589614541,20251111,1
6589614541,20251112,1
6589614541,20251113,1
6589614541,20251114,1
6589614541,20251117,1
6589614541,20251118,1
6589614541,20251119,1
6589614541,20251120,1
6589614541,20251121,1
6589614541,20251124,1
6589614541,20251125,1
6589614541,20251126,1
6589614541,20251127,1
6589614541,20251128,1
6589614541,20251201,1
6589614541,20251202,1
6589614541,20251203,1
